,odid,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10
Bullet to the Head,166240100,0.101694915,0.118644068,0.084745763,0.13559322,0.084745763,0.084745763,0.118644068,0.084745763,0.101694915,0.084745763
Argo,166690100,0.049450549,0.134615385,0.035714286,0.013736264,0.021978022,0.019230769,0.016483516,0.016483516,0.662087912,0.03021978
Lawless,166970100,0.170454545,0.079545455,0.056818182,0.136363636,0.136363636,0.068181818,0.113636364,0.068181818,0.102272727,0.068181818
Gangster Squad,167070100,0.121621622,0.094594595,0.067567568,0.135135135,0.081081081,0.094594595,0.081081081,0.081081081,0.067567568,0.175675676
Les Miserables,167200100,0.13253012,0.042168675,0.289156627,0.060240964,0.036144578,0.054216867,0.126506024,0.048192771,0.162650602,0.048192771
Movie 43,167380100,0.067567568,0.067567568,0.067567568,0.067567568,0.067567568,0.067567568,0.081081081,0.067567568,0.135135135,0.310810811
Step Up Revolution,167390100,0.084745763,0.084745763,0.101694915,0.152542373,0.084745763,0.084745763,0.101694915,0.084745763,0.13559322,0.084745763
After Earth,167400100,0.053763441,0.064516129,0.075268817,0.129032258,0.290322581,0.053763441,0.064516129,0.150537634,0.064516129,0.053763441
Percy Jackson: Sea of,168860100,0.1,0.083333333,0.083333333,0.183333333,0.083333333,0.1,0.083333333,0.1,0.083333333,0.1
"I, Frankenstein",169110100,0.086206897,0.086206897,0.086206897,0.086206897,0.086206897,0.120689655,0.086206897,0.189655172,0.086206897,0.086206897
RED 2,169330100,0.083333333,0.194444444,0.083333333,0.069444444,0.069444444,0.083333333,0.180555556,0.083333333,0.083333333,0.069444444
Warm Bodies,169340100,0.04587156,0.04587156,0.110091743,0.055045872,0.055045872,0.082568807,0.055045872,0.357798165,0.119266055,0.073394495
Sinister,169350100,0.1,0.142857143,0.085714286,0.085714286,0.085714286,0.1,0.114285714,0.128571429,0.085714286,0.071428571
Now You See Me,169360100,0.408866995,0.088669951,0.024630542,0.113300493,0.068965517,0.02955665,0.02955665,0.123152709,0.034482759,0.078817734
Broken City,169370100,0.092592593,0.092592593,0.092592593,0.111111111,0.092592593,0.092592593,0.092592593,0.092592593,0.12962963,0.111111111
Magic Mike,169450100,0.070422535,0.084507042,0.098591549,0.126760563,0.070422535,0.070422535,0.084507042,0.112676056,0.070422535,0.211267606
Seeking a Friend for t,170110100,0.03649635,0.03649635,0.04379562,0.04379562,0.051094891,0.03649635,0.197080292,0.211678832,0.087591241,0.255474453
The Devil Inside,170590100,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.148148148,0.092592593,0.111111111
Sparkle,170940100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216
Captain Phillips,170950100,0.2,0.04137931,0.089655172,0.034482759,0.04137931,0.034482759,0.068965517,0.048275862,0.406896552,0.034482759
Tyler Perry's Temptati,171130100,0.096153846,0.115384615,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846
Peeples,171140100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216
Paranormal Activity 4,171380100,0.090909091,0.090909091,0.090909091,0.090909091,0.109090909,0.109090909,0.090909091,0.127272727,0.090909091,0.109090909
The Words,172350100,0.081967213,0.081967213,0.114754098,0.114754098,0.081967213,0.114754098,0.081967213,0.163934426,0.081967213,0.081967213
Grown Ups 2,172360100,0.087719298,0.087719298,0.105263158,0.087719298,0.105263158,0.087719298,0.087719298,0.087719298,0.087719298,0.175438596
Escape From Planet Ear,172370100,0.105263158,0.087719298,0.140350877,0.087719298,0.140350877,0.087719298,0.087719298,0.087719298,0.087719298,0.087719298
Trouble with the Curve,172630100,0.079365079,0.079365079,0.142857143,0.079365079,0.079365079,0.079365079,0.079365079,0.095238095,0.19047619,0.095238095
The Hangover 3,172640100,0.073529412,0.073529412,0.102941176,0.073529412,0.073529412,0.088235294,0.088235294,0.102941176,0.088235294,0.235294118
Alex Cross,173010100,0.115384615,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846
Transformers: Age of E,173060100,0.074074074,0.098765432,0.074074074,0.111111111,0.197530864,0.098765432,0.074074074,0.148148148,0.061728395,0.061728395
Chernobyl Diaries,173080100,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
Beautiful Creatures,173220100,0.069444444,0.083333333,0.083333333,0.208333333,0.083333333,0.069444444,0.069444444,0.138888889,0.125,0.069444444
End of Watch,173660100,0.257142857,0.095238095,0.085714286,0.171428571,0.095238095,0.047619048,0.047619048,0.085714286,0.066666667,0.047619048
Cirque du Soleil: Worl,173670100,0.103448276,0.103448276,0.120689655,0.120689655,0.086206897,0.103448276,0.086206897,0.103448276,0.086206897,0.086206897
Identity Thief,173860100,0.098360656,0.081967213,0.081967213,0.098360656,0.081967213,0.081967213,0.098360656,0.081967213,0.081967213,0.213114754
Cloudy with a Chance o (2013),173870100,0.065789474,0.078947368,0.276315789,0.065789474,0.065789474,0.105263158,0.118421053,0.078947368,0.078947368,0.065789474
Seven Psychopaths,174080100,0.06010929,0.032786885,0.038251366,0.049180328,0.032786885,0.06557377,0.092896175,0.038251366,0.032786885,0.557377049
For Greater Glory,174220100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216
300: Rise of an Empire,174430100,0.075757576,0.090909091,0.121212121,0.075757576,0.121212121,0.106060606,0.090909091,0.090909091,0.090909091,0.136363636
Katy Perry: Part of Me,174660100,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
The Collection,174800100,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
Captain America: The W,174890100,0.03271028,0.079439252,0.023364486,0.023364486,0.037383178,0.686915888,0.037383178,0.023364486,0.023364486,0.03271028
Killing Them Softly,174960100,0.168831169,0.103896104,0.064935065,0.090909091,0.077922078,0.064935065,0.194805195,0.090909091,0.077922078,0.064935065
Battle of the Year,174970100,0.096153846,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846
21 and Over,175330100,0.081967213,0.081967213,0.114754098,0.081967213,0.081967213,0.098360656,0.081967213,0.081967213,0.081967213,0.213114754
The Mortal Instruments,175340100,0.052631579,0.073684211,0.052631579,0.189473684,0.178947368,0.084210526,0.052631579,0.189473684,0.052631579,0.073684211
Noah,175350100,0.053191489,0.053191489,0.053191489,0.138297872,0.053191489,0.053191489,0.085106383,0.340425532,0.117021277,0.053191489
Silent Hill: Revelatio,175620100,0.089552239,0.074626866,0.104477612,0.134328358,0.119402985,0.074626866,0.074626866,0.179104478,0.074626866,0.074626866
Carrie,175640100,0.079365079,0.079365079,0.079365079,0.19047619,0.079365079,0.079365079,0.079365079,0.174603175,0.079365079,0.079365079
The Lego Movie,175660100,0.215909091,0.034090909,0.284090909,0.051136364,0.119318182,0.045454545,0.034090909,0.079545455,0.068181818,0.068181818
42,175670100,0.085714286,0.071428571,0.085714286,0.071428571,0.1,0.071428571,0.071428571,0.071428571,0.3,0.071428571
This is the End,175870100,0.033149171,0.082872928,0.033149171,0.044198895,0.027624309,0.033149171,0.033149171,0.154696133,0.027624309,0.53038674
White House Down,176180100,0.092105263,0.263157895,0.065789474,0.078947368,0.065789474,0.065789474,0.092105263,0.092105263,0.092105263,0.092105263
Flight,176370100,0.06557377,0.040983607,0.049180328,0.049180328,0.040983607,0.049180328,0.040983607,0.090163934,0.467213115,0.106557377
Snitch,176710100,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
The Internship,176720100,0.069444444,0.097222222,0.069444444,0.069444444,0.083333333,0.222222222,0.083333333,0.083333333,0.097222222,0.125
The Heat,176940100,0.05952381,0.071428571,0.083333333,0.130952381,0.071428571,0.083333333,0.05952381,0.071428571,0.166666667,0.202380952
Dawn of the Planet of,176950100,0.048484848,0.054545455,0.103030303,0.036363636,0.333333333,0.036363636,0.03030303,0.248484848,0.078787879,0.03030303
X-Men: Days of Future,176960100,0.028571429,0.024489796,0.020408163,0.028571429,0.171428571,0.624489796,0.024489796,0.028571429,0.028571429,0.020408163
Jack Reacher,177040100,0.150442478,0.362831858,0.044247788,0.061946903,0.097345133,0.044247788,0.053097345,0.044247788,0.097345133,0.044247788
Dead Man Down,177620100,0.115384615,0.096153846,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846
Atlas Shrugged: Part I,177970100,0.092592593,0.092592593,0.092592593,0.12962963,0.092592593,0.092592593,0.092592593,0.092592593,0.111111111,0.111111111
The Hunger Games: Mock,178290100,0.048,0.056,0.12,0.08,0.112,0.048,0.048,0.392,0.056,0.04
Need for Speed,178540100,0.075757576,0.242424242,0.090909091,0.075757576,0.090909091,0.106060606,0.075757576,0.090909091,0.075757576,0.075757576
Runner Runner,179020100,0.111111111,0.111111111,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.111111111,0.111111111
The Family,179510100,0.083333333,0.083333333,0.116666667,0.166666667,0.1,0.083333333,0.083333333,0.1,0.1,0.083333333
The Conjuring,179730100,0.042372881,0.050847458,0.050847458,0.050847458,0.050847458,0.042372881,0.042372881,0.533898305,0.093220339,0.042372881
2 Guns,179790100,0.08,0.12,0.066666667,0.146666667,0.12,0.066666667,0.08,0.066666667,0.133333333,0.12
Stand Up Guys,180520100,0.086206897,0.103448276,0.086206897,0.086206897,0.086206897,0.103448276,0.103448276,0.086206897,0.120689655,0.137931034
Divergent,180590100,0.072,0.064,0.056,0.12,0.112,0.048,0.04,0.376,0.072,0.04
Jack Ryan: Shadow Recr,180710100,0.080645161,0.14516129,0.080645161,0.080645161,0.112903226,0.080645161,0.112903226,0.129032258,0.096774194,0.080645161
The To Do List,180870100,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.107142857,0.089285714,0.089285714,0.178571429
Penguins of Madagascar,181330100,0.063291139,0.088607595,0.278481013,0.075949367,0.088607595,0.113924051,0.063291139,0.075949367,0.063291139,0.088607595
Last Vegas,181410100,0.086206897,0.086206897,0.086206897,0.086206897,0.086206897,0.086206897,0.086206897,0.086206897,0.103448276,0.206896552
Godzilla,181590100,0.04950495,0.079207921,0.059405941,0.059405941,0.445544554,0.059405941,0.059405941,0.089108911,0.04950495,0.04950495
You're Next,181770100,0.065934066,0.076923077,0.076923077,0.065934066,0.065934066,0.065934066,0.274725275,0.175824176,0.054945055,0.076923077
Admission,181990100,0.087719298,0.087719298,0.087719298,0.105263158,0.087719298,0.087719298,0.087719298,0.105263158,0.087719298,0.175438596
Dark Skies,182330100,0.101694915,0.084745763,0.084745763,0.084745763,0.169491525,0.084745763,0.084745763,0.13559322,0.084745763,0.084745763
A Haunted House,182730100,0.086206897,0.103448276,0.086206897,0.086206897,0.086206897,0.086206897,0.086206897,0.137931034,0.086206897,0.155172414
The Incredible Burt Wo,182960100,0.086956522,0.072463768,0.086956522,0.072463768,0.115942029,0.072463768,0.072463768,0.072463768,0.15942029,0.188405797
Prisoners,182970100,0.614678899,0.119266055,0.036697248,0.050458716,0.041284404,0.032110092,0.02293578,0.027522936,0.032110092,0.02293578
Bears,183110100,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
Machete Kills,183280100,0.105263158,0.105263158,0.087719298,0.105263158,0.087719298,0.105263158,0.122807018,0.105263158,0.087719298,0.087719298
Oldboy,183370100,0.120689655,0.086206897,0.086206897,0.103448276,0.086206897,0.086206897,0.172413793,0.086206897,0.086206897,0.086206897
Closed Circuit,183410100,0.087719298,0.175438596,0.087719298,0.087719298,0.087719298,0.087719298,0.087719298,0.087719298,0.122807018,0.087719298
Olympus Has Fallen,183690100,0.094736842,0.210526316,0.063157895,0.052631579,0.147368421,0.094736842,0.084210526,0.115789474,0.084210526,0.052631579
Getaway,183700100,0.096153846,0.115384615,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846
Side Effects,183810100,0.289256198,0.099173554,0.049586777,0.165289256,0.041322314,0.041322314,0.041322314,0.041322314,0.049586777,0.181818182
Delivery Man,183860100,0.087719298,0.087719298,0.105263158,0.105263158,0.105263158,0.087719298,0.087719298,0.087719298,0.157894737,0.087719298
The Best Man Holiday,184400100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216
The Purge,184530100,0.064935065,0.064935065,0.064935065,0.064935065,0.116883117,0.064935065,0.155844156,0.233766234,0.064935065,0.103896104
Insidious Chapter 2,184600100,0.098360656,0.098360656,0.081967213,0.081967213,0.114754098,0.081967213,0.114754098,0.131147541,0.081967213,0.114754098
Phantom,185040100,0.109090909,0.109090909,0.090909091,0.127272727,0.090909091,0.109090909,0.090909091,0.090909091,0.090909091,0.090909091
The Book of Life,185160100,0.076923077,0.076923077,0.184615385,0.076923077,0.092307692,0.076923077,0.107692308,0.076923077,0.138461538,0.092307692
The Monuments Men,185260100,0.063291139,0.113924051,0.063291139,0.101265823,0.063291139,0.088607595,0.063291139,0.063291139,0.189873418,0.189873418
Disney Planes,185670100,0.090909091,0.109090909,0.145454545,0.090909091,0.090909091,0.090909091,0.109090909,0.090909091,0.090909091,0.090909091
About Last Night,185680100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216
The Call,185760100,0.219178082,0.082191781,0.068493151,0.082191781,0.082191781,0.068493151,0.178082192,0.068493151,0.082191781,0.068493151
Jobs,186170100,0.065789474,0.078947368,0.065789474,0.078947368,0.065789474,0.065789474,0.065789474,0.078947368,0.223684211,0.210526316
Tyler Perry's A Madea,184630100,0.094339623,0.094339623,0.094339623,0.113207547,0.094339623,0.113207547,0.094339623,0.113207547,0.094339623,0.094339623
Muppets Most Wanted,186230100,0.092592593,0.111111111,0.111111111,0.111111111,0.111111111,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593
Hercules,186700100,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
The Counselor,186790100,0.103448276,0.103448276,0.086206897,0.103448276,0.086206897,0.086206897,0.103448276,0.120689655,0.086206897,0.120689655
The Fifth Estate,186900100,0.094339623,0.113207547,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547,0.094339623,0.113207547,0.094339623
Grudge Match,186910100,0.090909091,0.090909091,0.090909091,0.090909091,0.127272727,0.090909091,0.090909091,0.090909091,0.145454545,0.090909091
The Maze Runner,187380100,0.049382716,0.074074074,0.043209877,0.067901235,0.061728395,0.037037037,0.037037037,0.555555556,0.037037037,0.037037037
Don Jon,187430100,0.214285714,0.051020408,0.06122449,0.071428571,0.112244898,0.132653061,0.051020408,0.051020408,0.193877551,0.06122449
Vampire Academy,187470100,0.076923077,0.076923077,0.076923077,0.092307692,0.076923077,0.076923077,0.076923077,0.246153846,0.092307692,0.107692308
The Legend of Hercules,187550100,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216
Rio 2,188030100,0.098360656,0.081967213,0.180327869,0.081967213,0.098360656,0.081967213,0.098360656,0.081967213,0.081967213,0.114754098
Teenage Mutant Ninja T,188040100,0.067567568,0.135135135,0.094594595,0.067567568,0.121621622,0.22972973,0.067567568,0.081081081,0.067567568,0.067567568
Mandela: Long Walk to,188440100,0.090909091,0.090909091,0.109090909,0.090909091,0.109090909,0.090909091,0.090909091,0.090909091,0.145454545,0.090909091
Transcendence,188460100,0.104938272,0.037037037,0.043209877,0.037037037,0.382716049,0.037037037,0.12345679,0.055555556,0.067901235,0.111111111
Think Like a Man Too,190170100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059
Earth to Echo,190390100,0.089285714,0.089285714,0.142857143,0.089285714,0.125,0.107142857,0.089285714,0.089285714,0.089285714,0.089285714
The Nut Job,190810100,0.089285714,0.089285714,0.142857143,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.125,0.107142857
The Quiet  Ones,190850100,0.096153846,0.096153846,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846
Fury,190910100,0.037037037,0.148148148,0.037037037,0.037037037,0.066666667,0.044444444,0.362962963,0.074074074,0.155555556,0.037037037
Heaven is for Real,191180100,0.096153846,0.096153846,0.096153846,0.115384615,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.115384615
22 Jump Street,191190100,0.053763441,0.064516129,0.075268817,0.172043011,0.075268817,0.064516129,0.096774194,0.053763441,0.053763441,0.290322581
Sex Tape,191200100,0.072463768,0.173913043,0.072463768,0.072463768,0.072463768,0.086956522,0.072463768,0.072463768,0.072463768,0.231884058
When the Game Stands T,191210100,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.150943396,0.094339623
Tammy,191590100,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.142857143,0.142857143
Deliver Us from Evil,191600100,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.166666667,0.092592593,0.092592593
Devil's Due,191850100,0.107142857,0.107142857,0.089285714,0.107142857,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.142857143
The Other Woman,191860100,0.089552239,0.104477612,0.074626866,0.074626866,0.104477612,0.074626866,0.164179104,0.089552239,0.074626866,0.149253731
A Haunted House 2,191950100,0.087719298,0.087719298,0.087719298,0.087719298,0.087719298,0.105263158,0.105263158,0.140350877,0.087719298,0.122807018
A Million Ways to Die,191960100,0.079365079,0.079365079,0.095238095,0.079365079,0.079365079,0.079365079,0.111111111,0.111111111,0.079365079,0.206349206
Big Hero 6,191970100,0.014792899,0.017751479,0.585798817,0.014792899,0.094674556,0.174556213,0.017751479,0.032544379,0.017751479,0.029585799
Exodus: Gods and Kings,192510100,0.131578947,0.065789474,0.065789474,0.065789474,0.065789474,0.078947368,0.065789474,0.328947368,0.065789474,0.065789474
Oculus,192660100,0.1875,0.078125,0.078125,0.078125,0.078125,0.078125,0.078125,0.140625,0.125,0.078125
3 Days to Kill,192720100,0.101694915,0.101694915,0.13559322,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.152542373,0.084745763
Non-Stop,193250100,0.071428571,0.071428571,0.071428571,0.2,0.071428571,0.085714286,0.071428571,0.085714286,0.2,0.071428571
Homefront,193470100,0.080645161,0.112903226,0.080645161,0.112903226,0.080645161,0.080645161,0.096774194,0.080645161,0.129032258,0.14516129
Planes: Fire and Rescu,193480100,0.094339623,0.094339623,0.132075472,0.094339623,0.094339623,0.113207547,0.094339623,0.094339623,0.094339623,0.094339623
The Hundred-Foot Journ,193490100,0.089552239,0.074626866,0.28358209,0.074626866,0.074626866,0.074626866,0.074626866,0.074626866,0.089552239,0.089552239
The Expendables 3,193500100,0.092105263,0.302631579,0.078947368,0.078947368,0.065789474,0.065789474,0.078947368,0.105263158,0.065789474,0.065789474
Alexander and the Terr,193510100,0.094339623,0.094339623,0.132075472,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547
Dolphin Tale 2,193640100,0.092592593,0.092592593,0.148148148,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.111111111,0.092592593
That Awkward Moment,193800100,0.086206897,0.103448276,0.086206897,0.086206897,0.086206897,0.086206897,0.086206897,0.103448276,0.189655172,0.086206897
Jackass Presents: Bad,194760100,0.084745763,0.169491525,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.152542373
The Judge,195470100,0.070422535,0.084507042,0.14084507,0.098591549,0.070422535,0.183098592,0.070422535,0.070422535,0.14084507,0.070422535
The Interview,195480100,0.052083333,0.0625,0.052083333,0.052083333,0.052083333,0.052083333,0.072916667,0.052083333,0.083333333,0.46875
Neighbors,195940100,0.057471264,0.091954023,0.068965517,0.057471264,0.057471264,0.057471264,0.068965517,0.068965517,0.057471264,0.413793103
Paranormal Activity: T,196190100,0.096153846,0.096153846,0.096153846,0.096153846,0.134615385,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846
Million Dollar Arm,196280100,0.094339623,0.094339623,0.113207547,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.132075472,0.094339623
Winter's Tale,196470100,0.101694915,0.101694915,0.152542373,0.13559322,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763,0.084745763
Get on Up,196800100,0.087719298,0.087719298,0.087719298,0.105263158,0.087719298,0.087719298,0.140350877,0.087719298,0.140350877,0.087719298
The Giver,197720100,0.111111111,0.074074074,0.172839506,0.135802469,0.074074074,0.148148148,0.098765432,0.061728395,0.061728395,0.061728395
Into the Storm,198200100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216
Horrible Bosses 2,198210100,0.075757576,0.090909091,0.106060606,0.121212121,0.075757576,0.106060606,0.075757576,0.075757576,0.121212121,0.151515152
The Fault in Our Stars,198430100,0.053763441,0.053763441,0.053763441,0.107526882,0.075268817,0.086021505,0.053763441,0.064516129,0.397849462,0.053763441
Sabotage,198490100,0.090909091,0.127272727,0.090909091,0.090909091,0.090909091,0.109090909,0.090909091,0.127272727,0.090909091,0.090909091
Before I Go to Sleep,198630100,0.135135135,0.081081081,0.067567568,0.175675676,0.081081081,0.067567568,0.067567568,0.135135135,0.121621622,0.067567568
A Walk Among the Tombs,198720100,0.116883117,0.077922078,0.077922078,0.246753247,0.077922078,0.077922078,0.12987013,0.064935065,0.064935065,0.064935065
Son of God,198790100,0.092592593,0.092592593,0.092592593,0.111111111,0.092592593,0.092592593,0.092592593,0.148148148,0.092592593,0.092592593
Gone Girl,198800100,0.566951567,0.01994302,0.022792023,0.031339031,0.017094017,0.014245014,0.017094017,0.022792023,0.270655271,0.017094017
The Best of Me,199460100,0.087719298,0.087719298,0.087719298,0.122807018,0.105263158,0.105263158,0.105263158,0.087719298,0.122807018,0.087719298
Jersey Boys,199800100,0.081967213,0.081967213,0.081967213,0.081967213,0.114754098,0.081967213,0.098360656,0.081967213,0.213114754,0.081967213
This is Where I Leave,199900100,0.089285714,0.089285714,0.160714286,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.125,0.089285714
The Purge: Anarchy,200400100,0.084745763,0.084745763,0.084745763,0.084745763,0.118644068,0.101694915,0.13559322,0.101694915,0.084745763,0.118644068
Dumb and Dumber To,200420100,0.094339623,0.094339623,0.094339623,0.113207547,0.113207547,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547
Draft Day,200850100,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.196428571,0.089285714
Lucy,201180100,0.163043478,0.054347826,0.027173913,0.027173913,0.065217391,0.331521739,0.032608696,0.163043478,0.027173913,0.108695652
Step Up All In,201620100,0.089285714,0.089285714,0.089285714,0.178571429,0.089285714,0.089285714,0.089285714,0.089285714,0.089285714,0.107142857
"Let<e2><ac>\s Be Cops""",202180100,0.090909091,0.127272727,0.090909091,0.127272727,0.090909091,0.090909091,0.090909091,0.090909091,0.109090909,0.090909091
"As Above, So Below",203030100,0.107142857,0.089285714,0.125,0.089285714,0.089285714,0.089285714,0.107142857,0.125,0.089285714,0.089285714
Brick Mansions,203520100,0.092592593,0.092592593,0.092592593,0.166666667,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593,0.092592593
The November Man,204470100,0.081967213,0.131147541,0.098360656,0.081967213,0.081967213,0.098360656,0.114754098,0.081967213,0.147540984,0.081967213
Left Behind,205740100,0.079365079,0.079365079,0.079365079,0.079365079,0.079365079,0.079365079,0.079365079,0.285714286,0.079365079,0.079365079
The Pyramid,208800100,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.098039216,0.117647059,0.098039216
Nightcrawler,210210100,0.570731707,0.053658537,0.024390244,0.029268293,0.024390244,0.024390244,0.053658537,0.058536585,0.087804878,0.073170732
Beyond the Lights,210220100,0.090909091,0.090909091,0.090909091,0.109090909,0.109090909,0.090909091,0.090909091,0.109090909,0.127272727,0.090909091
Annabelle,210770100,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.096153846,0.134615385,0.096153846,0.096153846
John Wick,212530100,0.029850746,0.353233831,0.024875622,0.054726368,0.024875622,0.044776119,0.378109453,0.024875622,0.039800995,0.024875622
Top Five,212890100,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.094339623,0.113207547,0.094339623,0.094339623,0.132075472
